"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Permanent exclusions","2006/07","Academic Year","Black African","ONS 18+1","England","State-funded primary","0.0179526","15.85748792","88330"
"Permanent exclusions","2006/07","Academic Year","Black other","ONS 18+1","England","State-funded primary","0.0565133","9.365952178","16573"
"Permanent exclusions","2006/07","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0","0","11061"
"Permanent exclusions","2006/07","Academic Year","Other","ONS 5+1","England","State-funded primary","0.00248992","1","40162"
"Permanent exclusions","2006/07","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.0195706","141.645875","723768"
"Permanent exclusions","2006/07","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","0.192002","68.98813008","35931"
"Permanent exclusions","2006/07","Academic Year","Total","ONS 5+1","England","State-funded secondary","0.226183","7522","3325624"
"Permanent exclusions","2006/07","Academic Year","White","ONS 5+1","England","State-funded secondary","0.212453","5865.542254","2760860"
"Permanent exclusions","2006/07","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.212076","5642.949678","2660809"
"Permanent exclusions","2006/07","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.260562","31.95537011","12264"
"Permanent exclusions","2006/07","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","0.782471","8.474164198","1083"
"Permanent exclusions","2006/07","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","1.19647","32.57991266","2723"
"Permanent exclusions","2006/07","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.178115","149.5831287","83981"
"Permanent exclusions","2006/07","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","0.495538","461.9403542","93220"
"Permanent exclusions","2006/07","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.750053","250.9376248","33456"
"Permanent exclusions","2006/07","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","0.423157","38.05453508","8993"
"Permanent exclusions","2006/07","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","0.258465","48.3561345","18709"
"Permanent exclusions","2006/07","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","0.388597","124.5920598","32062"
"Permanent exclusions","2006/07","Academic Year","Asian","ONS 5+1","England","State-funded secondary","0.140832","327.0111025","232200"
"Permanent exclusions","2006/07","Academic Year","Indian","ONS 18+1","England","State-funded secondary","0.0692751","55.31204194","79844"
"Permanent exclusions","2006/07","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","0.200905","174.9785","87095"
"Permanent exclusions","2006/07","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","0.19255","66.11191866","34335"
"Permanent exclusions","2006/07","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","0.0989738","30.60864187","30926"
"Permanent exclusions","2006/07","Academic Year","Black","ONS 5+1","England","State-funded secondary","0.44583","569.9807158","127847"
"Permanent exclusions","2006/07","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","0.700694","313.4486106","44734"
"Permanent exclusions","2006/07","Academic Year","Black African","ONS 18+1","England","State-funded secondary","0.272931","187.0341467","68528"
"Permanent exclusions","2006/07","Academic Year","Black other","ONS 18+1","England","State-funded secondary","0.476503","69.49795848","14585"
"Permanent exclusions","2006/07","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.00787737","1.0625","13488"
"Permanent exclusions","2006/07","Academic Year","Other","ONS 5+1","England","State-funded secondary","0.146384","48.21727001","32939"
"Permanent exclusions","2006/07","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","0.271916","1630.804518","599745"
"Permanent exclusions","2006/07","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","0.384514","248.2458033","64561"
"Permanent exclusions","2006/07","Academic Year","Total","ONS 5+1","England","Special","0.181021","164","90597"
"Permanent exclusions","2006/07","Academic Year","White","ONS 5+1","England","Special","0.176453","125.25","70982"
"Permanent exclusions","2006/07","Academic Year","White British","ONS 18+1","England","Special","0.178441","122.25","68510"
"Permanent exclusions","2006/07","Academic Year","White Irish","ONS 18+1","England","Special","0","0","310"
"Permanent exclusions","2006/07","Academic Year","Irish Traveller","ONS 18+1","England","Special","0","0","100"
"Permanent exclusions","2006/07","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","0.613497","1","163"
"Permanent exclusions","2006/07","Academic Year","White other","ONS 18+1","England","Special","0.105319","2","1899"
"Permanent exclusions","2006/07","Academic Year","Mixed","ONS 5+1","England","Special","0.229926","6.5","2827"
"Permanent exclusions","2006/07","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","0.414365","4.5","1086"
"Permanent exclusions","2006/07","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","0.380228","1","263"
"Permanent exclusions","2006/07","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","0","0","517"
"Permanent exclusions","2006/07","Academic Year","Mixed other","ONS 18+1","England","Special","0.104058","1","961"
"Permanent exclusions","2006/07","Academic Year","Asian","ONS 5+1","England","Special","0.0258933","1.5","5793"
"Permanent exclusions","2006/07","Academic Year","Indian","ONS 18+1","England","Special","0.0757002","1","1321"
"Permanent exclusions","2006/07","Academic Year","Pakistani","ONS 18+1","England","Special","0.0165017","0.5","3030"
"Permanent exclusions","2006/07","Academic Year","Bangladeshi","ONS 18+1","England","Special","0","0","711"
"Permanent exclusions","2006/07","Academic Year","Asian other","ONS 18+1","England","Special","0","0","731"
"Permanent exclusions","2006/07","Academic Year","Black","ONS 5+1","England","Special","0.314465","12","3816"
"Permanent exclusions","2006/07","Academic Year","Black Caribbean","ONS 18+1","England","Special","0.616808","8","1297"
"Permanent exclusions","2006/07","Academic Year","Black African","ONS 18+1","England","Special","0.102828","2","1945"
"Permanent exclusions","2006/07","Academic Year","Black other","ONS 18+1","England","Special","0.348432","2","574"
"Permanent exclusions","2006/07","Academic Year","Chinese","ONS 5+1","England","Special","0","0","237"
"Permanent exclusions","2006/07","Academic Year","Other","ONS 5+1","England","Special","0","0","697"
"Permanent exclusions","2006/07","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","0.145184","23","15842"
"Permanent exclusions","2006/07","Academic Year","Unclassified","ONS 18+1","England","Special","1.21046","18.75","1549"
"Fixed period exclusions","2017/18","Academic Year","Total","ONS 5+1","England","Total","5.075569519","410753","8092747"
"Fixed period exclusions","2017/18","Academic Year","White","ONS 5+1","England","Total","5.498750754","329354","5989615"
"Fixed period exclusions","2017/18","Academic Year","White British","ONS 18+1","England","Total","5.695774838","308745","5420597"
"Fixed period exclusions","2017/18","Academic Year","White Irish","ONS 18+1","England","Total","5.001962409","1147","22931"
"Fixed period exclusions","2017/18","Academic Year","Irish Traveller","ONS 18+1","England","Total","17.41696173","1033","5931"
"Fixed period exclusions","2017/18","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","16.51887221","4359","26388"
"Fixed period exclusions","2017/18","Academic Year","White other","ONS 18+1","England","Total","2.738590181","14070","513768"
"Fixed period exclusions","2017/18","Academic Year","Mixed","ONS 5+1","England","Total","5.894319802","27583","467959"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","10.12832152","12384","122271"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","5.783178521","3636","62872"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.413203375","3782","110805"
"Fixed period exclusions","2017/18","Academic Year","Mixed other","ONS 18+1","England","Total","4.523547913","7781","172011"
"Fixed period exclusions","2017/18","Academic Year","Asian","ONS 5+1","England","Total","1.762120946","15747","893639"
"Fixed period exclusions","2017/18","Academic Year","Indian","ONS 18+1","England","Total","0.747801123","1839","245921"
"Fixed period exclusions","2017/18","Academic Year","Pakistani","ONS 18+1","England","Total","2.52495629","8997","356323"
"Fixed period exclusions","2017/18","Academic Year","Bangladeshi","ONS 18+1","England","Total","1.932837083","2742","141864"
"Fixed period exclusions","2017/18","Academic Year","Asian other","ONS 18+1","England","Total","1.45053534","2169","149531"
"Fixed period exclusions","2017/18","Academic Year","Black","ONS 5+1","England","Total","5.559510359","25538","459357"
"Fixed period exclusions","2017/18","Academic Year","Black Caribbean","ONS 18+1","England","Total","10.46175006","9432","90157"
"Fixed period exclusions","2017/18","Academic Year","Black African","ONS 18+1","England","Total","4.078135042","12564","308082"
"Fixed period exclusions","2017/18","Academic Year","Black other","ONS 18+1","England","Total","5.795346706","3542","61118"
"Fixed period exclusions","2017/18","Academic Year","Chinese","ONS 5+1","England","Total","0.504571811","181","35872"
"Fixed period exclusions","2017/18","Academic Year","Other","ONS 5+1","England","Total","3.164288003","4840","152957"
"Fixed period exclusions","2017/18","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","3.664414717","94498","2578802"
"Fixed period exclusions","2017/18","Academic Year","Unclassified","ONS 18+1","England","Total","8.045164331","7510","93348"
"Fixed period exclusions","2017/18","Academic Year","Total","ONS 5+1","England","State-funded primary","1.401645038","66105","4716244"
"Fixed period exclusions","2017/18","Academic Year","White","ONS 5+1","England","State-funded primary","1.556639504","54252","3485200"
"Fixed period exclusions","2017/18","Academic Year","White British","ONS 18+1","England","State-funded primary","1.631907436","50848","3115863"
"Fixed period exclusions","2017/18","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.368959261","166","12126"
"Fixed period exclusions","2017/18","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","8.136539287","379","4658"
"Fixed period exclusions","2017/18","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","4.304912731","772","17933"
"Fixed period exclusions","2017/18","Academic Year","White other","ONS 18+1","England","State-funded primary","0.623692547","2087","334620"
"Fixed period exclusions","2017/18","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.808816606","5264","291019"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","3.455589328","2558","74025"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.808135376","733","40539"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.807220217","559","69250"
"Fixed period exclusions","2017/18","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.318968332","1414","107205"
"Fixed period exclusions","2017/18","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.253448761","1323","521999"
"Fixed period exclusions","2017/18","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.091710856","133","145021"
"Fixed period exclusions","2017/18","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.368249164","769","208826"
"Fixed period exclusions","2017/18","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.244216894","197","80666"
"Fixed period exclusions","2017/18","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.256040967","224","87486"
"Fixed period exclusions","2017/18","Academic Year","Black","ONS 5+1","England","State-funded primary","1.570656619","4110","261674"
"Fixed period exclusions","2017/18","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.279642926","1521","46377"
"Fixed period exclusions","2017/18","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.119135996","2002","178888"
"Fixed period exclusions","2017/18","Academic Year","Black other","ONS 18+1","England","State-funded primary","1.612238732","587","36409"
"Fixed period exclusions","2017/18","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.106420717","24","22552"
"Fixed period exclusions","2017/18","Academic Year","Other","ONS 5+1","England","State-funded primary","0.569387313","526","92380"
"Fixed period exclusions","2017/18","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.939792593","14651","1558961"
"Fixed period exclusions","2017/18","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","1.463061323","606","41420"
"Fixed period exclusions","2017/18","Academic Year","Total","ONS 5+1","England","State-funded secondary","10.13012011","330085","3258451"
"Fixed period exclusions","2017/18","Academic Year","White","ONS 5+1","England","State-funded secondary","10.8979035","263385","2416841"
"Fixed period exclusions","2017/18","Academic Year","White British","ONS 18+1","England","State-funded secondary","11.09458776","246571","2222444"
"Fixed period exclusions","2017/18","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","9.001621055","944","10487"
"Fixed period exclusions","2017/18","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","50.35273369","571","1134"
"Fixed period exclusions","2017/18","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","43.63251587","3505","8033"
"Fixed period exclusions","2017/18","Academic Year","White other","ONS 18+1","England","State-funded secondary","6.74934046","11794","174743"
"Fixed period exclusions","2017/18","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","12.2563771","20853","170140"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","19.75396877","9121","46173"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","12.81022579","2746","21436"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","7.65835028","3088","40322"
"Fixed period exclusions","2017/18","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","9.480943272","5898","62209"
"Fixed period exclusions","2017/18","Academic Year","Asian","ONS 5+1","England","State-funded secondary","3.943647888","14198","360022"
"Fixed period exclusions","2017/18","Academic Year","Indian","ONS 18+1","England","State-funded secondary","1.713435073","1692","98749"
"Fixed period exclusions","2017/18","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","5.731950342","8140","142011"
"Fixed period exclusions","2017/18","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","4.165822699","2468","59244"
"Fixed period exclusions","2017/18","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","3.162384618","1898","60018"
"Fixed period exclusions","2017/18","Academic Year","Black","ONS 5+1","England","State-funded secondary","10.83663322","20552","189653"
"Fixed period exclusions","2017/18","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","17.75140894","7465","42053"
"Fixed period exclusions","2017/18","Academic Year","Black African","ONS 18+1","England","State-funded secondary","8.317892532","10325","124130"
"Fixed period exclusions","2017/18","Academic Year","Black other","ONS 18+1","England","State-funded secondary","11.76821474","2762","23470"
"Fixed period exclusions","2017/18","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.198762568","155","12930"
"Fixed period exclusions","2017/18","Academic Year","Other","ONS 5+1","England","State-funded secondary","7.202046036","4224","58650"
"Fixed period exclusions","2017/18","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","7.79028436","76796","985792"
"Fixed period exclusions","2017/18","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","13.37847257","6718","50215"
"Fixed period exclusions","2017/18","Academic Year","Total","ONS 5+1","England","Special","12.33608918","14563","118052"
"Fixed period exclusions","2017/18","Academic Year","White","ONS 5+1","England","Special","13.37954187","11717","87574"
"Fixed period exclusions","2017/18","Academic Year","White British","ONS 18+1","England","Special","13.76351926","11326","82290"
"Fixed period exclusions","2017/18","Academic Year","White Irish","ONS 18+1","England","Special","11.63522013","37","318"
"Fixed period exclusions","2017/18","Academic Year","Irish Traveller","ONS 18+1","England","Special","59.71223022","83","139"
"Fixed period exclusions","2017/18","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","19.43127962","82","422"
"Fixed period exclusions","2017/18","Academic Year","White other","ONS 18+1","England","Special","4.290578888","189","4405"
"Fixed period exclusions","2017/18","Academic Year","Mixed","ONS 5+1","England","Special","21.55882353","1466","6800"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","34.00868307","705","2073"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","17.50278707","157","897"
"Fixed period exclusions","2017/18","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","10.94890511","135","1233"
"Fixed period exclusions","2017/18","Academic Year","Mixed other","ONS 18+1","England","Special","18.05929919","469","2597"
"Fixed period exclusions","2017/18","Academic Year","Asian","ONS 5+1","England","Special","1.945257359","226","11618"
"Fixed period exclusions","2017/18","Academic Year","Indian","ONS 18+1","England","Special","0.650860065","14","2151"
"Fixed period exclusions","2017/18","Academic Year","Pakistani","ONS 18+1","England","Special","1.604083121","88","5486"
"Fixed period exclusions","2017/18","Academic Year","Bangladeshi","ONS 18+1","England","Special","3.940634596","77","1954"
"Fixed period exclusions","2017/18","Academic Year","Asian other","ONS 18+1","England","Special","2.318697583","47","2027"
"Fixed period exclusions","2017/18","Academic Year","Black","ONS 5+1","England","Special","10.90909091","876","8030"
"Fixed period exclusions","2017/18","Academic Year","Black Caribbean","ONS 18+1","England","Special","25.82513028","446","1727"
"Fixed period exclusions","2017/18","Academic Year","Black African","ONS 18+1","England","Special","4.680094787","237","5064"
"Fixed period exclusions","2017/18","Academic Year","Black other","ONS 18+1","England","Special","15.57707829","193","1239"
"Fixed period exclusions","2017/18","Academic Year","Chinese","ONS 5+1","England","Special","0.512820513","2","390"
"Fixed period exclusions","2017/18","Academic Year","Other","ONS 5+1","England","Special","4.670472237","90","1927"
"Fixed period exclusions","2017/18","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","8.960615583","3051","34049"
"Fixed period exclusions","2017/18","Academic Year","Unclassified","ONS 18+1","England","Special","10.85814361","186","1713"
"Fixed period exclusions","2016/17","Academic Year","Total","ONS 5+1","England","Total","4.758386622","381864","8025073"
"Fixed period exclusions","2016/17","Academic Year","White","ONS 5+1","England","Total","5.075091042","303724","5984602"
"Fixed period exclusions","2016/17","Academic Year","White British","ONS 18+1","England","Total","5.225553129","284268","5439960"
"Fixed period exclusions","2016/17","Academic Year","White Irish","ONS 18+1","England","Total","4.980036921","1160","23293"
"Fixed period exclusions","2016/17","Academic Year","Irish Traveller","ONS 18+1","England","Total","16.71831956","971","5808"
"Fixed period exclusions","2016/17","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","17.28535107","4419","25565"
"Fixed period exclusions","2016/17","Academic Year","White other","ONS 18+1","England","Total","2.634006564","12906","489976"
"Fixed period exclusions","2016/17","Academic Year","Mixed","ONS 5+1","England","Total","5.734115509","25678","447811"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","9.688743272","11592","119644"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","5.528793702","3294","59579"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.197359158","3361","105118"
"Fixed period exclusions","2016/17","Academic Year","Mixed other","ONS 18+1","England","Total","4.545788218","7431","163470"
"Fixed period exclusions","2016/17","Academic Year","Asian","ONS 5+1","England","Total","1.798334247","15680","871918"
"Fixed period exclusions","2016/17","Academic Year","Indian","ONS 18+1","England","Total","0.835770297","1992","238343"
"Fixed period exclusions","2016/17","Academic Year","Pakistani","ONS 18+1","England","Total","2.590990394","9068","349982"
"Fixed period exclusions","2016/17","Academic Year","Bangladeshi","ONS 18+1","England","Total","1.875260653","2608","139074"
"Fixed period exclusions","2016/17","Academic Year","Asian other","ONS 18+1","England","Total","1.392204485","2012","144519"
"Fixed period exclusions","2016/17","Academic Year","Black","ONS 5+1","England","Total","5.647057264","25557","452572"
"Fixed period exclusions","2016/17","Academic Year","Black Caribbean","ONS 18+1","England","Total","10.20055512","9445","92593"
"Fixed period exclusions","2016/17","Academic Year","Black African","ONS 18+1","England","Total","4.207122971","12648","300633"
"Fixed period exclusions","2016/17","Academic Year","Black other","ONS 18+1","England","Total","5.836956155","3464","59346"
"Fixed period exclusions","2016/17","Academic Year","Chinese","ONS 5+1","England","Total","0.560742343","197","35132"
"Fixed period exclusions","2016/17","Academic Year","Other","ONS 5+1","England","Total","3.111934302","4570","146854"
"Fixed period exclusions","2016/17","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","3.64708241","91138","2498929"
"Fixed period exclusions","2016/17","Academic Year","Unclassified","ONS 18+1","England","Total","7.493270213","6458","86184"
"Fixed period exclusions","2016/17","Academic Year","Total","ONS 5+1","England","State-funded primary","1.371912408","64338","4689658"
"Fixed period exclusions","2016/17","Academic Year","White","ONS 5+1","England","State-funded primary","1.503911451","52354","3481189"
"Fixed period exclusions","2016/17","Academic Year","White British","ONS 18+1","England","State-funded primary","1.570493837","49082","3125259"
"Fixed period exclusions","2016/17","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.129622105","139","12305"
"Fixed period exclusions","2016/17","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","7.693970175","356","4627"
"Fixed period exclusions","2016/17","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","4.832692418","842","17423"
"Fixed period exclusions","2016/17","Academic Year","White other","ONS 18+1","England","State-funded primary","0.60172588","1935","321575"
"Fixed period exclusions","2016/17","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.881748145","5293","281281"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","3.523262036","2568","72887"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.842280334","720","39082"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.859843938","573","66640"
"Fixed period exclusions","2016/17","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.394732741","1432","102672"
"Fixed period exclusions","2016/17","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.265941442","1370","515151"
"Fixed period exclusions","2016/17","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.132511338","187","141120"
"Fixed period exclusions","2016/17","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.38727431","805","207863"
"Fixed period exclusions","2016/17","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.219246341","176","80275"
"Fixed period exclusions","2016/17","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.235176324","202","85893"
"Fixed period exclusions","2016/17","Academic Year","Black","ONS 5+1","England","State-funded primary","1.624380952","4264","262500"
"Fixed period exclusions","2016/17","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.260281948","1568","48094"
"Fixed period exclusions","2016/17","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.164759033","2078","178406"
"Fixed period exclusions","2016/17","Academic Year","Black other","ONS 18+1","England","State-funded primary","1.716666667","618","36000"
"Fixed period exclusions","2016/17","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.196517527","43","21881"
"Fixed period exclusions","2016/17","Academic Year","Other","ONS 5+1","England","State-funded primary","0.571625958","513","89744"
"Fixed period exclusions","2016/17","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.966598471","14755","1526487"
"Fixed period exclusions","2016/17","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","1.321481325","501","37912"
"Fixed period exclusions","2016/17","Academic Year","Total","ONS 5+1","England","State-funded secondary","9.39753758","302891","3223089"
"Fixed period exclusions","2016/17","Academic Year","White","ONS 5+1","England","State-funded secondary","9.903923178","239607","2419314"
"Fixed period exclusions","2016/17","Academic Year","White British","ONS 18+1","England","State-funded secondary","10.01110282","223795","2235468"
"Fixed period exclusions","2016/17","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","9.180327869","980","10675"
"Fixed period exclusions","2016/17","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","52.16981132","553","1060"
"Fixed period exclusions","2016/17","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","45.10309278","3500","7760"
"Fixed period exclusions","2016/17","Academic Year","White other","ONS 18+1","England","State-funded secondary","6.558524134","10779","164351"
"Fixed period exclusions","2016/17","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","11.87116086","19036","160355"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","18.61444843","8351","44863"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","12.50761112","2465","19708"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","7.177840225","2682","37365"
"Fixed period exclusions","2016/17","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","9.479792533","5538","58419"
"Fixed period exclusions","2016/17","Academic Year","Asian","ONS 5+1","England","State-funded secondary","4.065569599","14060","345831"
"Fixed period exclusions","2016/17","Academic Year","Indian","ONS 18+1","England","State-funded secondary","1.867980627","1778","95183"
"Fixed period exclusions","2016/17","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","5.956955626","8154","136882"
"Fixed period exclusions","2016/17","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","4.159354159","2370","56980"
"Fixed period exclusions","2016/17","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","3.09583348","1758","56786"
"Fixed period exclusions","2016/17","Academic Year","Black","ONS 5+1","England","State-funded secondary","11.14258786","20335","182498"
"Fixed period exclusions","2016/17","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","17.14685968","7344","42830"
"Fixed period exclusions","2016/17","Academic Year","Black African","ONS 18+1","England","State-funded secondary","8.79755666","10341","117544"
"Fixed period exclusions","2016/17","Academic Year","Black other","ONS 18+1","England","State-funded secondary","11.97794251","2650","22124"
"Fixed period exclusions","2016/17","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.187703773","153","12882"
"Fixed period exclusions","2016/17","Academic Year","Other","ONS 5+1","England","State-funded secondary","7.15717976","3962","55357"
"Fixed period exclusions","2016/17","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","7.797663401","73358","940769"
"Fixed period exclusions","2016/17","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","12.2470759","5738","46852"
"Fixed period exclusions","2016/17","Academic Year","Total","ONS 5+1","England","Special","13.02904047","14635","112326"
"Fixed period exclusions","2016/17","Academic Year","White","ONS 5+1","England","Special","13.98708665","11763","84099"
"Fixed period exclusions","2016/17","Academic Year","White British","ONS 18+1","England","Special","14.37658551","11391","79233"
"Fixed period exclusions","2016/17","Academic Year","White Irish","ONS 18+1","England","Special","13.09904153","41","313"
"Fixed period exclusions","2016/17","Academic Year","Irish Traveller","ONS 18+1","England","Special","51.23966942","62","121"
"Fixed period exclusions","2016/17","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","20.15706806","77","382"
"Fixed period exclusions","2016/17","Academic Year","White other","ONS 18+1","England","Special","4.740740741","192","4050"
"Fixed period exclusions","2016/17","Academic Year","Mixed","ONS 5+1","England","Special","21.84615385","1349","6175"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","35.53326294","673","1894"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","13.81495564","109","789"
"Fixed period exclusions","2016/17","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","9.523809524","106","1113"
"Fixed period exclusions","2016/17","Academic Year","Mixed other","ONS 18+1","England","Special","19.37788987","461","2379"
"Fixed period exclusions","2016/17","Academic Year","Asian","ONS 5+1","England","Special","2.286027798","250","10936"
"Fixed period exclusions","2016/17","Academic Year","Indian","ONS 18+1","England","Special","1.323529412","27","2040"
"Fixed period exclusions","2016/17","Academic Year","Pakistani","ONS 18+1","England","Special","2.081344281","109","5237"
"Fixed period exclusions","2016/17","Academic Year","Bangladeshi","ONS 18+1","England","Special","3.40846619","62","1819"
"Fixed period exclusions","2016/17","Academic Year","Asian other","ONS 18+1","England","Special","2.826086957","52","1840"
"Fixed period exclusions","2016/17","Academic Year","Black","ONS 5+1","England","Special","12.64853446","958","7574"
