"Measure","Time","Time_Type","Local_Authority_code","Local_Authority_name","Type of school","Ethnicity","Ethnicity_type","Value","Numerator","Denominator"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded primary","Unclassified","ONS 18+1","0","0","101"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","White","ONS 5+1","5.83","460","7896"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","White British","ONS 18+1","5.94","418","7037"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","White Irish","ONS 18+1","2.17","1","46"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Gypsy/Roma","ONS 18+1","24.56","14","57"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","White other","ONS 18+1","3.57","27","756"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Mixed","ONS 5+1","7.41","65","877"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","16.23","25","154"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Mixed White/Black African","ONS 18+1","13.27","13","98"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Mixed White/Asian","ONS 18+1","4.72","11","233"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Mixed other","ONS 18+1","4.08","16","392"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Asian","ONS 5+1","3.32","43","1294"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Indian","ONS 18+1","1.37","6","439"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Pakistani","ONS 18+1","4.58","33","721"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Bangladeshi","ONS 18+1","5.71","2","35"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Asian other","ONS 18+1","2.02","2","99"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Black","ONS 5+1","3.11","6","193"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Black Caribbean","ONS 18+1","6.38","3","47"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Black African","ONS 18+1","1.72","2","116"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Black other","ONS 18+1","3.33","1","30"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Chinese","ONS 5+1","0","0","38"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Other","ONS 5+1","2.21","3","136"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","All Ethnic Minorities","ONS 18+1","4.68","159","3397"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","State-funded secondary","Unclassified","ONS 18+1","10.56","15","142"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","White","ONS 5+1","5.41","14","259"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","White British","ONS 18+1","6.09","14","230"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","White Irish","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Irish Traveller","ONS 18+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Gypsy/Roma","ONS 18+1","0","0","6"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","White other","ONS 18+1","0","0","20"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Mixed","ONS 5+1","5.88","2","34"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Mixed White/Black Caribbean","ONS 18+1","28.57","2","7"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Mixed White/Black African","ONS 18+1","0","0","3"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Mixed White/Asian","ONS 18+1","0","0","10"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Mixed other","ONS 18+1","0","0","14"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Asian","ONS 5+1","0","0","53"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Indian","ONS 18+1","0","0","17"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Pakistani","ONS 18+1","0","0","29"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Bangladeshi","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Asian other","ONS 18+1","0","0","6"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Black","ONS 5+1","12.5","1","8"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Black Caribbean","ONS 18+1","0","0","4"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Black African","ONS 18+1","25","1","4"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Chinese","ONS 5+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Other","ONS 5+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","All Ethnic Minorities","ONS 18+1","2.38","3","126"
"Fixed period exclusions","2017/18","Academic Year","E06000040","Windsor and Maidenhead","special","Unclassified","ONS 18+1","44.44","4","9"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","White","ONS 5+1","3.78","858","22688"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","White British","ONS 18+1","3.82","812","21248"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","White Irish","ONS 18+1","4.35","3","69"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Irish Traveller","ONS 18+1","21.43","3","14"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Gypsy/Roma","ONS 18+1","15.91","14","88"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","White other","ONS 18+1","2.05","26","1269"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Mixed","ONS 5+1","6.61","84","1270"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Mixed White/Black Caribbean","ONS 18+1","13.64","51","374"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Mixed White/Black African","ONS 18+1","4.73","7","148"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Mixed White/Asian","ONS 18+1","1.6","6","374"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Mixed other","ONS 18+1","5.35","20","374"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Asian","ONS 5+1","2.13","19","893"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Indian","ONS 18+1","0.45","2","446"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Pakistani","ONS 18+1","4.04","8","198"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Bangladeshi","ONS 18+1","2.68","3","112"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Asian other","ONS 18+1","4.38","6","137"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Black","ONS 5+1","6.05","24","397"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Black Caribbean","ONS 18+1","8.22","6","73"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Black African","ONS 18+1","6.54","10","153"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Black other","ONS 18+1","4.68","8","171"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Chinese","ONS 5+1","2.41","2","83"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Other","ONS 5+1","5.33","9","169"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","All Ethnic Minorities","ONS 18+1","4.33","184","4252"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","Total","Unclassified","ONS 18+1","5.68","13","229"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","White","ONS 5+1","1.87","228","12170"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","White British","ONS 18+1","1.79","202","11275"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","White Irish","ONS 18+1","0","0","35"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Irish Traveller","ONS 18+1","25","2","8"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Gypsy/Roma","ONS 18+1","18.31","13","71"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","White other","ONS 18+1","1.41","11","781"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Mixed","ONS 5+1","2.06","14","680"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","5.05","10","198"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Mixed White/Black African","ONS 18+1","1.28","1","78"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Mixed White/Asian","ONS 18+1","0","0","202"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Mixed other","ONS 18+1","1.49","3","202"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Asian","ONS 5+1","0.19","1","519"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Indian","ONS 18+1","0.3","1","328"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Pakistani","ONS 18+1","0","0","87"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Bangladeshi","ONS 18+1","0","0","45"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Asian other","ONS 18+1","0","0","59"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Black","ONS 5+1","0","0","153"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Black Caribbean","ONS 18+1","0","0","25"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Black African","ONS 18+1","0","0","80"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Black other","ONS 18+1","0","0","48"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Chinese","ONS 5+1","2.27","1","44"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Other","ONS 5+1","1.98","2","101"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","All Ethnic Minorities","ONS 18+1","1.84","44","2392"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded primary","Unclassified","ONS 18+1","3.33","5","150"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","White","ONS 5+1","6","600","10005"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","White British","ONS 18+1","6.14","583","9494"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","White Irish","ONS 18+1","9.68","3","31"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Irish Traveller","ONS 18+1","20","1","5"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Gypsy/Roma","ONS 18+1","9.09","1","11"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","White other","ONS 18+1","2.59","12","464"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Mixed","ONS 5+1","12.54","70","558"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","24.85","41","165"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Mixed White/Black African","ONS 18+1","8.96","6","67"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Mixed White/Asian","ONS 18+1","3.75","6","160"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Mixed other","ONS 18+1","10.24","17","166"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Asian","ONS 5+1","4.23","14","331"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Indian","ONS 18+1","0","0","101"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Pakistani","ONS 18+1","8.25","8","97"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Bangladeshi","ONS 18+1","1.59","1","63"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Asian other","ONS 18+1","7.14","5","70"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Black","ONS 5+1","9.81","21","214"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Black Caribbean","ONS 18+1","10","4","40"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Black African","ONS 18+1","15.52","9","58"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Black other","ONS 18+1","6.9","8","116"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Chinese","ONS 5+1","2.7","1","37"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Other","ONS 5+1","3.39","2","59"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","All Ethnic Minorities","ONS 18+1","7.31","125","1710"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","State-funded secondary","Unclassified","ONS 18+1","10.14","7","69"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","White","ONS 5+1","5.85","30","513"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","White British","ONS 18+1","5.64","27","479"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","White Irish","ONS 18+1","0","0","3"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Irish Traveller","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Gypsy/Roma","ONS 18+1","0","0","6"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","White other","ONS 18+1","12.5","3","24"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Mixed","ONS 5+1","0","0","32"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Mixed White/Black Caribbean","ONS 18+1","0","0","11"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Mixed White/Black African","ONS 18+1","0","0","3"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Mixed White/Asian","ONS 18+1","0","0","12"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Mixed other","ONS 18+1","0","0","6"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Asian","ONS 5+1","9.3","4","43"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Indian","ONS 18+1","5.88","1","17"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Pakistani","ONS 18+1","0","0","14"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Bangladeshi","ONS 18+1","50","2","4"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Asian other","ONS 18+1","12.5","1","8"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Black","ONS 5+1","10","3","30"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Black Caribbean","ONS 18+1","25","2","8"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Black African","ONS 18+1","6.67","1","15"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Black other","ONS 18+1","0","0","7"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Chinese","ONS 5+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Other","ONS 5+1","55.56","5","9"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","All Ethnic Minorities","ONS 18+1","10","15","150"
"Fixed period exclusions","2017/18","Academic Year","E06000037","West Berkshire","special","Unclassified","ONS 18+1","10","1","10"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","White","ONS 5+1","5.81","679","11680"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","White British","ONS 18+1","6.75","631","9348"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","White Irish","ONS 18+1","1.33","1","75"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Irish Traveller","ONS 18+1","9.09","2","22"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Gypsy/Roma","ONS 18+1","0","0","7"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","White other","ONS 18+1","2.02","45","2228"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Mixed","ONS 5+1","9.03","214","2370"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Mixed White/Black Caribbean","ONS 18+1","15.56","138","887"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Mixed White/Black African","ONS 18+1","1.72","5","290"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Mixed White/Asian","ONS 18+1","5.02","24","478"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Mixed other","ONS 18+1","6.57","47","715"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Asian","ONS 5+1","1.07","53","4968"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Indian","ONS 18+1","0.11","2","1877"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Pakistani","ONS 18+1","2.11","36","1708"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Bangladeshi","ONS 18+1","4.5","9","200"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Asian other","ONS 18+1","0.51","6","1183"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Black","ONS 5+1","4.4","86","1953"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Black Caribbean","ONS 18+1","6.33","19","300"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Black African","ONS 18+1","2","28","1399"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Black other","ONS 18+1","15.35","39","254"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Chinese","ONS 5+1","1.89","4","212"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Other","ONS 5+1","2.09","8","382"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","All Ethnic Minorities","ONS 18+1","3.38","413","12217"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","Total","Unclassified","ONS 18+1","5","23","460"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","White","ONS 5+1","2.88","218","7578"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","White British","ONS 18+1","3.35","199","5934"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","White Irish","ONS 18+1","2.22","1","45"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Irish Traveller","ONS 18+1","0","0","20"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Gypsy/Roma","ONS 18+1","0","0","6"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","White other","ONS 18+1","1.14","18","1573"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Mixed","ONS 5+1","3.92","64","1631"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","5.24","32","611"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Mixed White/Black African","ONS 18+1","0","0","211"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Mixed White/Asian","ONS 18+1","3.05","10","328"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Mixed other","ONS 18+1","4.57","22","481"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Asian","ONS 5+1","0.55","17","3093"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Indian","ONS 18+1","0","0","1041"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Pakistani","ONS 18+1","0.61","7","1152"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Bangladeshi","ONS 18+1","6.25","8","128"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Asian other","ONS 18+1","0.26","2","772"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Black","ONS 5+1","2.25","30","1336"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Black Caribbean","ONS 18+1","0","0","178"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Black African","ONS 18+1","1.49","15","1005"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Black other","ONS 18+1","9.8","15","153"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Chinese","ONS 5+1","0","0","97"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Other","ONS 5+1","0","0","249"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","All Ethnic Minorities","ONS 18+1","1.61","130","8050"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded primary","Unclassified","ONS 18+1","1.71","5","293"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","White","ONS 5+1","10.59","416","3928"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","White British","ONS 18+1","11.89","387","3255"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","White Irish","ONS 18+1","0","0","30"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Irish Traveller","ONS 18+1","100","2","2"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Gypsy/Roma","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","White other","ONS 18+1","4.22","27","640"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Mixed","ONS 5+1","17.69","124","701"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","33.33","87","261"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Mixed White/Black African","ONS 18+1","6.67","5","75"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Mixed White/Asian","ONS 18+1","7.53","11","146"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Mixed other","ONS 18+1","9.59","21","219"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Asian","ONS 5+1","1.95","36","1844"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Indian","ONS 18+1","0.24","2","831"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Pakistani","ONS 18+1","5.36","29","541"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Bangladeshi","ONS 18+1","1.43","1","70"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Asian other","ONS 18+1","1","4","402"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Black","ONS 5+1","7.69","46","598"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Black Caribbean","ONS 18+1","15.83","19","120"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Black African","ONS 18+1","3.39","13","383"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Black other","ONS 18+1","14.74","14","95"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Chinese","ONS 5+1","3.48","4","115"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Other","ONS 5+1","6.15","8","130"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","All Ethnic Minorities","ONS 18+1","6.08","247","4061"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","State-funded secondary","Unclassified","ONS 18+1","10.69","17","159"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","White","ONS 5+1","25.86","45","174"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","White British","ONS 18+1","28.3","45","159"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","White other","ONS 18+1","0","0","15"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Mixed","ONS 5+1","68.42","26","38"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Mixed White/Black Caribbean","ONS 18+1","126.67","19","15"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Mixed White/Black African","ONS 18+1","0","0","4"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Mixed White/Asian","ONS 18+1","75","3","4"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Mixed other","ONS 18+1","26.67","4","15"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Asian","ONS 5+1","0","0","31"
"Fixed period exclusions","2017/18","Academic Year","E06000038","Reading","special","Indian","ONS 18+1","0","0","5"
