"Measure","Year","Time_type","Ethnicity","Ethnicity_type","Geography","Broad ethnicity","Gender","Gender_type","Teacher","Teacher_type","School","School_type","Value","Value_type","Value_note","Teachers"
"Number of teachers","2018","Year","Black African","16+1","England","Black","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","!"
"Number of teachers","2018","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","!"
"Number of teachers","2018","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","!"
"Number of teachers","2018","Year","Ethnicity Details Provided ","16+1","England","Ethnicity details provided","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","95.4","%","","100"
"Number of teachers","2018","Year","Indian","16+1","England","Asian","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","!"
"Number of teachers","2018","Year","Information Not Yet Obtained","16+1","England","Unknown","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","3.1","%","","!"
"Number of teachers","2018","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","!"
"Number of teachers","2018","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","!"
"Number of teachers","2018","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.6","%","","!"
"Number of teachers","2018","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","!"
"Number of teachers","2018","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","!"
"Number of teachers","2018","Year","White British","16+1","England","White","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","95.2","%","","100"
"Number of teachers","2018","Year","White Irish","16+1","England","White","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","!"
"Number of teachers","2016","Year","White - British","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","89.1","%","","210800"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.4","%","","3300"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","3","%","","7000"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","700"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","700"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","1000"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.6","%","","3800"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","2200"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","1100"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1100"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","2000"
"Number of teachers","2016","Year","Black African","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","1000"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","500"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","1000"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","94.6","%","","236600"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","1100"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","4.9","%","","12300"
"Number of teachers","2017","Year","Any other Asian Background","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1100"
"Number of teachers","2017","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","500"
"Number of teachers","2017","Year","Any other ethnic group","16+1","England","Chinese and other","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","1000"
"Number of teachers","2017","Year","Any other mixed background","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1100"
"Number of teachers","2017","Year","Any other white background","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.9","%","","6900"
"Number of teachers","2017","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1100"
"Number of teachers","2017","Year","Black - African","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","1000"
"Number of teachers","2017","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","2000"
"Number of teachers","2017","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","300"
"Number of teachers","2017","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","94.2","%","","234500"
"Number of teachers","2017","Year","Indian","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.6","%","","3800"
"Number of teachers","2017","Year","Information not yet obtained","16+1","England","Unknown","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.3","%","","13300"
"Number of teachers","2017","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1","%","","2300"
"Number of teachers","2017","Year","Refused","16+1","England","Unknown","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1100"
"Number of teachers","2017","Year","White - British","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","88.9","%","","208400"
"Number of teachers","2017","Year","White - Irish","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.4","%","","3200"
"Number of teachers","2017","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","700"
"Number of teachers","2017","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2017","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","800"
"Number of teachers","2018","Year","Any Other Asian Background","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1100"
"Number of teachers","2018","Year","Any Other Black Background","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","500"
"Number of teachers","2018","Year","Any Other Ethnic Group","16+1","England","Chinese and other","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","1000"
"Number of teachers","2018","Year","Any Other Mixed Background","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1100"
"Number of teachers","2018","Year","Any Other White Background","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.9","%","","6900"
"Number of teachers","2018","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1300"
"Number of teachers","2018","Year","Black African","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1100"
"Number of teachers","2018","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","2000"
"Number of teachers","2018","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","300"
"Number of teachers","2018","Year","Ethnicity Details Provided","16+1","England","Ethnicity details provided","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","93.8","%","","234500"
"Number of teachers","2018","Year","Indian","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","3900"
"Number of teachers","2018","Year","Information Not Yet Obtained","16+1","England","Unknown","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.7","%","","14200"
"Number of teachers","2018","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.0","%","","2400"
"Number of teachers","2018","Year","Refused","16+1","England","Unknown","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1200"
"Number of teachers","2018","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","800"
"Number of teachers","2018","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2018","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","800"
"Number of teachers","2018","Year","White British","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","88.7","%","","208000"
"Number of teachers","2018","Year","White Irish","16+1","England","White","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.3","%","","3100"
"Number of teachers","2016","Year","White - British","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","90.1","%","","30000"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","600"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","3","%","","1000"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","300"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","200"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","200"
"Number of teachers","2016","Year","Black African","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","200"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","100"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","94","%","","33200"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","200"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.5","%","","2000"
"Number of teachers","2017","Year","Any other Asian Background","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2017","Year","Any other Black background","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2017","Year","Any other ethnic group","16+1","England","Chinese and other","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2017","Year","Any other mixed background","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2017","Year","Any other white background","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.8","%","","900"
"Number of teachers","2017","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2017","Year","Black - African","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","200"
"Number of teachers","2017","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","200"
"Number of teachers","2017","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2017","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","93.7","%","","33100"
"Number of teachers","2017","Year","Indian","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","300"
"Number of teachers","2017","Year","Information not yet obtained","16+1","England","Unknown","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.8","%","","2000"
"Number of teachers","2017","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","200"
"Number of teachers","2017","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","200"
"Number of teachers","2017","Year","White - British","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","90.1","%","","29800"
"Number of teachers","2017","Year","White - Irish","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","600"
"Number of teachers","2017","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2017","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2017","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2018","Year","Any Other Asian Background","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2018","Year","Any Other Black Background","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","100"
"Number of teachers","2018","Year","Any Other Ethnic Group","16+1","England","Chinese and other","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2018","Year","Any Other Mixed Background","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2018","Year","Any Other White Background","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.7","%","","900"
"Number of teachers","2018","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2018","Year","Black African","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","200"
"Number of teachers","2018","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","200"
"Number of teachers","2018","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2018","Year","Ethnicity Details Provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","93.3","%","","33100"
"Number of teachers","2018","Year","Indian","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","300"
"Number of teachers","2018","Year","Information Not Yet Obtained","16+1","England","Unknown","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","6.2","%","","2200"
"Number of teachers","2018","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","200"
"Number of teachers","2018","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","200"
"Number of teachers","2018","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2018","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2018","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2018","Year","White British","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Nursery and Primary","All/Nursery and Primary/Secondary/Special/Centrally employed","90.1","%","","29800"
